LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,default
41673,67,1,0,-1,33067,90183,33063,50844,0
58503,26,-1,7,-2,110162,292047,94656,42305,0
449439,60,4,2,1,351873,74711,48405,64326,1
266139,63,1,-1,3,24772,73088,88234,2662,1
126668,27,-2,1,4,-251,89940,72493,33059,0
307651,49,7,-1,0,176070,205527,62195,49297,1
278083,33,-1,-2,-2,326280,32808,32258,21673,0
199896,52,4,8,3,330502,394566,59847,76679,0
409437,59,1,-2,-2,297648,103547,21123,16914,0
36081,58,-2,7,2,307046,120888,31997,23771,0
68560,63,7,0,1,141079,231820,30775,27418,1
138451,64,5,4,6,308137,302671,27869,45666,1
162711,67,3,-1,7,158884,316667,32358,63586,0
175529,53,8,6,2,265771,188856,79338,50073,0
378862,29,6,8,3,263016,259110,82364,45393,1
35517,48,-2,1,8,351831,87851,8179,30496,0
269488,51,2,2,7,300602,260786,17488,53214,0
101563,65,5,7,7,163707,138768,93666,47778,0
152245,69,-1,8,2,304208,279581,31744,3615,0
134809,41,5,7,6,-7643,179681,3471,15495,0
439865,47,6,-2,-2,134436,325752,17578,19676,0
355430,29,4,6,-1,204614,78730,54103,26776,0
109290,24,3,2,6,324074,98658,78788,28163,0
215675,52,-2,7,-1,168039,141919,47749,49422,0
141458,29,-2,7,-1,6512,36910,37268,7819,1
90771,69,7,3,7,176323,31419,84375,37939,0
289934,66,3,6,-1,191440,110834,9116,15366,0
133030,27,6,7,7,234802,71678,82358,65515,0
445503,68,4,-1,7,184132,575,12931,23579,0
481466,69,6,3,1,246589,218294,2872,34339,1
243614,44,5,3,1,224200,340738,52575,89904,0
41826,61,6,-2,-1,199896,103180,27331,58242,0
414145,39,2,7,4,172952,153438,54851,47418,1
104203,62,8,-1,8,66110,106173,81323,85159,0
182070,43,0,-1,8,197908,25934,18831,45196,0
447021,28,1,1,-1,227261,218453,77389,4261,0
479645,42,5,3,-1,375630,61416,2710,60220,0
149244,59,-1,7,-2,-620,301584,43260,56702,0
242131,67,-1,8,2,199775,19220,13149,19594,0
485308,64,5,2,2,394895,317822,14537,18484,0
70155,21,7,1,3,250623,69079,98729,21745,0
57728,59,3,-1,1,173093,156586,76740,10990,0
159521,46,8,1,1,228845,3773,57056,63651,0
277589,48,0,-1,7,184502,181260,96324,37175,0
378377,21,6,8,6,207693,346012,6873,37160,0
421896,61,0,0,1,-6182,32473,89320,94595,1
143407,33,7,3,-2,337471,391768,55782,2286,0
36382,61,6,0,0,111666,198606,28036,53672,1
470844,51,1,0,0,284831,291888,19649,76158,1
264444,66,-1,2,0,81132,-2661,37403,58527,0
356361,55,8,3,6,239505,225728,80984,12564,0
128474,56,4,0,1,44448,4719,2761,59226,0
351559,47,5,4,0,-3171,284191,43402,99592,1
91696,48,-1,6,8,333792,367155,47342,42447,0
308509,22,5,1,0,288967,213172,74480,53103,0
177031,30,8,0,6,292168,123506,34279,66130,0
462521,58,-2,7,-1,390447,720,46500,60973,0
465150,42,-2,3,0,14170,294255,34512,18934,0
498193,41,4,7,3,186771,313747,31859,89272,0
433380,29,5,1,4,153677,359656,24683,55104,0
36119,42,7,2,8,340308,361335,30090,54459,0
94859,55,8,3,0,835,111270,65561,97651,1
472433,39,7,8,4,27306,189820,4859,92832,0
317822,57,-2,6,5,177186,376889,69055,87439,0
227741,39,4,1,7,112953,88114,49918,52946,0
345178,39,4,0,5,338014,253960,89540,73801,0
80540,25,4,1,-1,76874,158569,17316,45076,0
165286,27,1,3,3,115497,63967,3145,90773,0
268795,26,3,6,6,287166,335660,51638,65779,0
29063,48,-1,5,2,360266,71581,93310,38242,0
180632,29,4,4,8,298536,364100,68557,21719,0
182980,36,3,5,8,314705,359981,29920,23586,1
272431,66,0,-1,7,17903,26646,75561,50066,1
367969,61,4,2,-1,236239,28097,99674,69205,1
292753,59,4,0,1,73695,84274,27986,14499,0
261249,57,-2,8,2,362092,94199,86902,78156,0
456049,66,5,4,2,243660,194090,46524,8379,0
228865,40,0,4,4,256763,80974,84343,98233,1
73295,36,6,-1,7,191220,243272,33298,92849,0
302985,27,0,7,3,228275,95613,61248,74881,0
497387,37,4,3,1,271731,221990,94260,5707,0
254944,61,2,0,7,243198,104663,61623,98002,0
67965,47,4,7,5,221963,281686,53092,54502,0
355266,34,-2,8,6,149820,392091,98483,17227,0
94258,45,4,8,3,303709,301967,4308,54107,0
413618,38,7,7,-1,272329,29271,75847,44125,0
459570,63,6,-2,4,340948,58702,4745,15815,0
126953,32,-2,0,7,276909,113802,34099,45901,0
37757,35,-1,0,0,165873,35903,60266,86588,0
345988,52,4,3,3,139205,6954,17875,78569,1
482699,47,3,7,2,31394,164520,37320,48957,1
420784,63,4,-2,3,331781,208724,29155,72394,0
21874,31,3,8,-1,45240,125025,38104,14339,0
398742,22,2,-1,8,334799,371654,8837,12943,0
221811,46,6,7,0,204727,246932,20949,45486,0
416245,42,7,7,8,35454,251616,55029,92104,1
71457,23,2,6,2,369623,304019,17530,74498,0
497550,37,5,-1,8,56745,175139,432,68524,1
150118,64,2,1,3,43300,96862,9297,55415,1
375321,27,1,8,5,390104,56628,42142,72027,0
201812,39,4,5,0,215258,192715,40157,27145,0
393442,58,6,1,-1,357482,52338,43238,45071,0
311743,42,1,-2,4,181156,22129,91657,93650,1
442925,24,5,4,0,40077,-574,68421,19326,0
44457,69,-1,4,4,220722,90024,97866,34342,0
290684,63,7,8,2,82745,355049,62310,69904,1
102930,27,4,3,5,103588,295085,73418,4738,0
147837,30,1,8,-1,49833,139938,89916,8568,0
385831,35,8,0,3,309320,196564,12633,38905,1
318812,55,-1,5,8,156633,18098,51948,91166,0
23944,53,-2,2,7,163332,131969,81970,62413,1
367860,26,4,3,8,82416,201704,8074,64650,0
393029,24,5,7,8,191573,175832,99013,46439,0
215342,38,-1,8,8,9110,14189,14991,19237,0
400919,57,4,4,2,172770,362960,38925,83855,1
103709,22,7,-1,7,46222,356361,62148,97200,0
478295,22,2,-1,4,260862,265862,25942,7030,0
394033,29,8,8,4,399572,53560,52943,33726,1
91371,45,5,4,3,104203,116915,82661,96937,1
32072,62,6,-2,2,68131,135377,66054,91307,1
129342,62,8,6,6,335927,7422,67256,69609,0
405412,44,4,5,-1,203391,57879,75767,25466,1
149337,42,3,-1,3,258819,184275,58516,61482,1
427766,34,-1,8,4,304862,329917,55060,64232,0
287948,60,4,-1,-2,354428,87540,90760,20111,0
330359,21,7,1,2,135002,171811,69773,16783,0
211637,45,5,8,-2,59563,347902,43812,88270,0
342586,40,3,1,-1,246564,238629,72657,30932,0
402619,65,2,-2,4,-9328,255129,4913,57252,0
90225,55,5,3,2,284626,38393,89046,49956,0
168563,62,8,0,5,223461,161154,74855,71526,0
436129,24,5,5,4,87638,53589,54292,90008,0
350300,24,8,5,1,53594,383346,4529,50489,0
243076,24,4,7,1,137453,104218,41951,65639,1
68645,27,-1,-1,8,275101,159913,75242,4762,0
293374,52,4,3,3,328784,19930,81646,22734,0
104594,24,-1,7,4,300307,295340,25456,3830,0
475393,34,5,7,8,321492,331438,50165,65213,1
273503,57,6,3,8,353251,179257,36909,22645,0
307103,43,-2,-1,5,318400,10609,2002,45170,0
178354,52,6,6,5,320169,121336,42615,46743,0
254942,41,8,2,8,93724,347236,43361,29237,0
36015,47,7,-2,2,36428,268005,19161,91408,0
358951,50,5,8,5,294945,39005,70901,90526,0
89767,55,2,3,8,312462,301816,99778,654,0
394233,27,5,5,3,149371,70555,19286,82864,0
97826,67,4,3,8,162182,19071,36027,22649,1
251040,30,5,7,2,369890,321997,9750,34962,0
217869,65,4,7,2,81739,-2117,74905,49597,0
481627,46,-1,7,1,44609,176093,57400,16110,1
127713,27,5,3,7,358801,390823,73224,1703,0
236218,42,6,-2,3,88686,375339,84187,48887,0
333825,68,-2,2,6,282456,254281,18134,29278,0
241560,51,5,5,0,387370,45597,73220,32307,0
119119,52,6,-1,6,131410,113597,8390,52922,1
422909,56,-1,1,4,27585,118043,80390,76598,0
376464,63,4,8,6,154669,206226,15041,90158,0
296740,43,7,5,6,223376,137842,23786,17105,0
299768,49,7,8,2,108245,126752,7177,98090,0
290371,30,0,7,-2,213990,341986,93123,87278,0
393894,37,7,2,-2,111815,308292,16574,41241,0
43933,57,1,6,7,378704,103169,5974,21264,0
147328,52,4,-1,6,-9346,89729,31988,68381,1
215162,64,4,0,-2,373604,356452,83312,99542,0
474369,53,2,5,-2,96093,24342,42167,44743,1
36553,56,-1,5,0,4598,337161,68253,65732,0
252951,43,2,6,3,4514,185325,4432,82518,1
321385,65,0,-2,2,272552,127601,90247,39754,0
278512,50,1,1,2,61045,333944,40869,45041,1
265069,25,2,4,-1,355983,78051,39171,21378,0
259690,45,4,8,3,214312,263919,7646,59225,0
176234,62,2,1,8,350606,305309,97210,699,0
136691,40,3,5,8,245825,48062,91852,36246,0
221470,63,0,6,5,40898,81811,13668,94685,0
421867,37,7,-1,3,397415,164200,99198,1502,1
332754,44,4,5,-2,110635,175043,90454,35512,1
249073,21,0,0,5,284660,385436,15902,86555,0
397635,38,2,-2,4,62007,164496,4122,53468,0
462642,38,6,-2,-2,59788,151644,6904,98252,0
365933,27,-1,-2,-1,190113,173197,30885,32206,0
179439,68,0,3,4,312052,312917,86849,40898,0
223614,28,6,7,6,57973,270979,44271,70754,1
33404,62,8,2,5,368012,58406,98443,65974,0
254000,50,8,2,7,382177,378029,57812,77390,0
364903,51,-2,4,5,368969,131589,98018,60411,0
488356,35,8,-1,0,-3322,120140,87423,74455,0
257113,57,7,5,3,171261,190682,66423,85537,1
419805,51,4,2,4,204805,118505,42501,32847,0
373298,54,6,3,-1,47379,146868,90168,33943,0
287392,55,2,-1,-1,250130,177204,35268,36200,0
444584,64,-2,1,6,145750,-224,89103,40252,0
461000,37,0,0,2,284912,19188,13908,24895,0
105852,24,-1,4,0,281854,327723,14093,75996,0
140697,62,1,2,0,385406,170148,22125,26136,0
175746,59,4,3,6,358756,119694,7369,71838,1
470784,32,2,-2,-2,319730,322014,66912,2775,0
312811,38,-2,-1,6,91203,6183,12981,90292,1
10320,62,2,4,3,128004,81935,283,8566,0
377371,55,3,1,2,92992,280463,57864,45573,0
332534,33,6,6,3,156235,324326,23794,11389,0
467357,50,7,-1,-2,324096,292137,75292,94955,1
315070,60,-1,3,1,390984,212075,44695,61438,0
211610,28,-2,-1,0,377703,317877,93262,58327,0
439857,61,4,-2,-1,77371,223398,53175,97608,0
338345,33,-1,3,-2,8761,122652,4763,18035,0
233177,47,1,3,0,171348,76789,12841,56613,0
440123,48,5,6,6,173030,397064,29965,91398,1
87924,61,3,0,0,202929,288598,12195,60248,0
234834,61,7,2,1,286514,55403,25386,19152,1
165759,28,8,8,2,312586,34236,51922,86746,0
491891,22,2,-2,8,360351,126536,5179,62,0
67888,64,7,-1,3,45610,316843,97496,61642,0
495278,47,1,4,6,75615,64529,94691,29974,0
276258,32,-1,8,7,172904,260747,38702,77415,0
228471,50,1,0,4,286277,134174,56525,10244,0
248408,44,1,3,3,142163,34966,51734,93404,0
265927,54,1,6,2,88067,297220,45625,57571,0
466036,43,-1,-1,0,123749,101632,17066,34543,0
152312,45,-1,2,0,41155,90361,47259,31119,0
337073,23,8,6,-1,261895,265572,54035,65111,1
454943,67,4,5,4,46642,386901,99451,38315,0
497679,37,4,0,4,200719,2081,14684,24006,0
49255,29,1,1,4,312476,107546,30723,4528,0
84264,43,7,-2,2,223446,157996,53615,10178,0
66096,59,3,4,5,231756,199988,92553,51222,0
144815,59,-2,7,6,32874,243853,94815,43004,0
132258,47,8,6,6,137683,190553,4140,38404,0
272307,21,0,8,-1,81621,315286,3297,43263,0
101434,23,7,2,0,374453,79997,75894,96729,0
363959,41,-2,0,4,355692,100366,99117,93593,0
482650,45,1,6,0,125646,365073,71269,8192,1
161456,53,2,6,1,21257,45551,50587,40990,0
440599,27,-2,3,7,114827,101120,54269,932,0
311457,68,7,5,1,48489,41996,14514,79795,1
274889,37,1,5,7,368686,15547,87217,1087,0
52531,53,4,7,1,-9508,15898,91468,9173,0
253626,36,1,0,4,294008,350082,43259,63475,0
237655,64,2,4,5,324497,215935,28632,27034,1
253415,65,7,3,0,140394,277395,67458,55560,0
166777,40,2,1,1,28587,203681,24249,26078,0
438519,60,-1,6,3,-1047,345587,7583,13464,0
456742,30,1,8,1,289668,196738,23929,84342,0
277104,27,7,-1,2,96053,237528,23184,94986,0
431780,32,-2,1,2,32474,177528,37102,8873,1
84974,45,0,8,8,265283,40599,28097,97619,0
363247,62,6,8,8,372821,249873,73202,97278,0
136866,51,2,3,2,151788,173175,10538,87166,0
19695,46,4,1,3,16223,372025,74465,73039,0
204451,33,-1,0,8,88740,373406,78781,65636,0
94076,27,1,4,-1,123371,66565,66780,45149,0
96928,27,4,7,3,202720,227170,16509,7908,0
101997,27,8,-2,5,55309,224653,59396,43681,1
347021,61,0,-2,-1,392648,224050,13837,2220,0
42083,28,1,1,4,370251,153854,74230,16071,0
156297,33,6,-2,7,105298,206999,74243,54399,0
179357,44,0,-1,-1,6014,276183,84665,13926,0
434022,53,-1,0,0,26305,377425,86120,48696,0
469868,41,1,7,8,398044,48335,4663,65839,0
168635,54,8,-2,4,390950,292879,23255,73132,0
454958,23,-2,0,-1,204873,242977,52994,40530,1
99241,68,3,-2,0,-6278,310362,84420,88416,1
131509,37,1,2,4,266736,73784,47486,24047,0
366930,23,3,2,3,218696,150068,99073,36330,1
267777,40,0,2,4,38082,292456,67885,81919,0
271570,42,0,7,-1,396337,366018,28461,66614,1
338681,42,-1,-1,-1,129341,116094,8974,46552,0
353566,44,-2,7,1,331469,163889,52368,69461,0
428596,40,1,5,5,125918,376495,78287,95054,0
177599,32,4,5,5,320439,273266,74041,39772,0
483855,59,0,1,6,278681,25712,95058,33632,0
48756,62,5,-1,-1,117225,24169,91269,8137,1
320037,58,-2,0,8,85146,105028,21707,87285,0
57922,56,5,-1,4,238095,191498,96779,61813,0
286109,37,0,0,8,271822,88912,60207,87282,0
410511,65,3,3,0,390874,182486,7854,73870,1
122859,42,5,3,0,349017,183061,80715,59386,0
193719,21,1,2,-1,206888,-6621,89467,17536,0
129374,21,-1,6,1,23211,64951,86910,98520,0
23181,33,5,6,1,30956,393104,85075,75924,0
376338,45,0,6,2,316833,211680,67954,54410,0
133786,61,3,8,0,24658,-4792,14490,19511,1
447785,35,7,7,2,119581,52575,8367,65894,0
189830,39,-1,-1,8,204141,368711,15468,46754,0
399770,31,-1,-1,7,372528,121350,92276,62907,0
464555,28,1,0,5,329139,46349,52121,60906,0
313602,56,2,-2,3,209492,278832,63341,67051,0
383704,23,-2,1,5,88944,223336,34859,58347,0
172023,58,4,6,4,146877,392326,51949,43285,1
435027,41,1,8,1,299722,239622,27245,68762,0
147116,51,6,1,0,286275,159742,80688,26800,0
403985,27,2,8,2,135682,235039,97137,76148,0
59393,47,3,5,3,31243,85217,25489,16775,0
383957,53,-2,3,4,391305,149493,43719,17490,0
342103,30,0,1,2,343870,211819,39729,68995,0
277983,64,6,2,0,258704,142281,31413,91319,0
223666,34,-2,1,8,221217,275881,94383,47397,0
469922,32,4,0,2,145894,387439,8093,63226,0
396328,25,0,0,1,363535,188312,93886,51682,0
173052,22,0,6,-2,292869,194868,51744,4827,0
121023,29,8,7,1,123142,283529,98744,29304,0
329836,29,3,2,4,192870,219029,40266,30528,1
156150,39,6,7,4,263070,138782,86136,20420,0
196845,66,0,3,6,345710,306260,69325,66652,1
19387,36,8,1,2,-3947,18712,81570,91387,0
382926,53,8,5,6,185283,94431,66879,2411,0
491184,30,8,8,4,234663,147078,91141,20436,0
227986,27,-2,-2,8,381986,67256,87632,81011,1
352135,58,-1,3,8,359788,10612,49890,82062,0
381909,57,-2,7,3,257029,24093,41478,56348,0
231796,22,4,5,4,45940,116318,59874,37869,0
450041,49,6,-2,6,383193,85527,67501,17892,0
156162,59,5,-1,8,68105,145665,83232,61810,1
313895,60,6,4,0,134247,181141,10297,58102,0
368949,54,6,6,8,95547,90493,33170,62261,0
67492,43,2,-1,6,40397,134787,42700,48922,1
195782,58,1,7,6,55799,305535,49778,83312,1
404836,33,-2,6,2,17624,55725,71775,86961,0
26057,40,6,-1,-1,46864,292685,74799,15705,0
494100,38,8,2,6,129469,359737,78040,17621,0
188634,21,0,4,3,-5500,102928,73755,56922,1
483408,62,7,2,-2,389917,347050,53613,59392,0
290783,21,-2,-2,4,-4887,331027,21735,42709,0
55712,32,5,-1,8,260902,172939,80861,7527,0
75350,58,5,1,4,185634,229801,16262,45833,1
478567,32,-1,3,7,96535,256253,86279,55488,0
466805,61,8,5,-1,256287,291582,72185,72997,1
257572,31,-2,3,4,224887,234323,8000,84343,0
150813,26,0,1,0,322088,111963,45246,74347,0
364451,59,5,5,2,144564,150522,7695,6632,1
121559,68,8,-2,8,306814,335425,34714,82353,0
134293,41,-1,1,-1,72182,63885,49833,96820,0
279431,56,6,0,4,59502,395088,46555,23304,1
455091,61,-1,0,6,279315,62816,55866,42620,0
428647,64,6,1,4,39074,258583,20141,93643,0
275369,42,4,6,5,379631,228239,61528,97666,0
416521,23,7,5,0,134617,387174,29510,35017,0
447715,61,5,0,4,217462,49332,45045,3341,0
375310,30,7,7,7,102369,332878,61975,33491,0
394878,40,4,-1,3,220534,298967,53340,85041,0
215244,43,2,3,8,165839,196784,20578,62374,0
169437,63,1,2,0,247875,399735,80290,8181,0
215714,47,1,7,8,375471,202301,61578,58893,0
52351,62,7,-1,6,272324,377709,29075,94735,1
48712,38,3,7,8,25307,339047,54531,15847,0
393328,57,7,-1,2,378525,170274,30292,6901,0
114448,38,4,1,3,6706,84931,31559,25999,0
58924,61,7,4,4,68593,229948,82787,44472,0
488917,26,4,-2,6,-1475,72147,66676,59384,0
163385,22,1,4,5,-1234,90596,1263,73040,0
154615,34,3,0,2,308325,209314,73354,462,0
406904,35,-2,-1,-1,366818,25280,29477,76921,1
388466,56,7,2,4,372288,176699,70792,6033,1
242413,64,1,6,8,147202,53552,56229,33354,0
437479,58,6,0,1,390140,47881,90554,26715,1
51716,56,5,4,2,344197,385671,44656,11173,0
464633,66,-1,7,5,233618,25279,2007,94662,0
216994,29,2,4,7,141834,65557,17837,5849,0
387371,49,5,6,0,88547,150769,66943,59166,0
345576,52,-2,2,0,162939,77080,81386,51058,0
26905,62,0,0,2,4620,361263,56538,22792,0
324684,61,8,1,6,378756,174862,81608,63185,1
423905,61,-2,6,8,127875,160285,2334,80071,0
98952,53,0,6,-2,55520,383121,27425,52660,0
102943,46,-2,8,7,25018,247903,70767,56100,0
348751,23,5,5,5,147243,348685,41884,74552,0
473539,42,7,3,7,358828,360933,5272,18251,0
256458,22,6,2,4,47827,128175,63902,88338,0
163256,38,8,-2,8,329290,263624,67950,20045,0
407504,57,4,4,1,375075,261941,24313,57984,0
483907,31,0,0,1,223159,224386,40998,72133,1
163837,26,6,7,5,294223,59179,71714,91005,0
460200,43,8,0,8,123749,270829,55447,25925,1
471122,32,4,-2,7,302161,182126,70155,50905,1
293805,37,8,6,-1,240452,111877,94829,65109,0
241659,66,-2,0,-1,345755,137917,87641,33693,0
228153,68,1,5,0,109268,18555,57134,83678,0
290831,44,0,0,-2,43444,382515,92031,52595,1
478013,25,6,-2,6,272254,342516,97964,49521,1
277499,68,6,1,7,167633,33245,17660,33192,1
156965,42,7,1,7,367511,-1036,31821,46365,1
432117,40,3,1,3,153664,298636,4504,46675,0
74307,55,-1,7,1,136279,221517,12876,32927,0
480670,37,0,6,3,83335,344163,50831,69051,0
240804,21,-2,8,7,97319,274601,32984,68992,1
337371,48,6,5,8,350841,270978,99990,56475,0
281994,40,3,0,4,336625,16438,60562,6396,1
498963,39,5,-2,5,325614,116773,49613,91,0
322946,39,0,4,8,69133,340711,28250,89306,0
278356,38,3,8,2,325634,27763,79374,74031,0
354302,46,-1,6,6,200826,274728,96511,82170,0
211762,66,4,5,3,299527,260973,38580,65605,1
149789,36,2,-1,3,313044,82936,95316,63154,1
337069,42,6,8,4,41343,117238,70532,66258,0
104266,30,8,4,0,301105,335725,5150,1348,0
348540,52,2,0,-1,241578,343756,81489,21030,0
57779,68,-1,0,7,275030,148714,98388,70409,0
374860,40,2,7,0,300274,291134,36870,43446,0
345500,59,3,-1,8,297145,206631,35300,49467,0
331289,35,4,3,-2,311475,253798,74577,20037,0
121555,52,-1,1,5,408,-8342,50466,28880,1
292191,42,0,7,4,101426,211903,80611,85204,0
292488,50,0,5,7,169181,270331,58047,53080,0
169978,23,7,8,4,356809,378213,3976,73846,0
75785,40,2,8,0,303734,283452,56238,11624,0
34194,53,8,3,0,-6980,275999,64888,41301,0
244337,52,2,2,1,300606,335037,96022,8134,1
450015,51,2,2,3,79763,119615,76842,67041,0
74230,50,3,7,2,243003,86152,4222,60373,0
112071,38,-1,2,0,152611,152542,37073,64555,0
347237,34,-1,-1,-2,390587,214029,89784,98060,0
220722,66,5,2,-2,102110,146825,29078,1576,0
410379,28,-2,3,7,15045,224222,53457,40192,0
147488,42,1,3,3,109350,51226,22115,45269,0
71032,59,0,8,5,128881,273783,13841,73285,1
359705,22,4,5,4,129977,313098,6701,82657,0
210211,59,7,-2,4,68258,331936,32332,76740,0
397971,49,-2,-1,5,307521,227214,33611,38782,0
87994,61,3,3,0,202627,298109,42634,9066,0
385433,49,-1,6,5,14967,231934,6158,49675,0
441508,61,8,8,2,175958,14234,11478,11741,0
175205,45,5,7,2,73190,174171,23357,96631,0
132402,38,3,2,4,315931,271140,984,54642,0
264346,56,7,-2,7,383122,-3115,4570,42679,0
110260,48,-1,8,-2,124490,59634,54847,15606,0
289687,41,4,2,-1,281561,251573,53645,60945,0
344267,51,4,7,8,28999,386230,57778,81848,0
127744,34,-1,2,0,48398,273108,53418,50553,0
366374,34,0,2,6,80158,253650,58577,630,1
215704,54,6,1,0,158379,306240,96866,39897,0
199551,40,6,1,-2,208381,110077,6975,47251,0
59294,37,2,2,-1,207818,202840,50013,60561,1
349443,55,-1,7,-2,186771,135507,3817,89212,0
231883,44,-2,-2,-1,39089,305334,19614,99717,0
392465,30,-1,0,4,247402,399783,13340,39018,1
400463,38,7,8,0,-9430,194055,55591,15641,1
356030,42,6,4,8,318418,251759,93972,60472,0
436221,21,8,8,3,267178,28222,39814,80323,0
229365,38,4,6,7,162401,66523,58325,37156,0
139887,32,6,7,7,397755,350210,84353,7153,1
406601,21,4,1,3,315592,392732,10890,84446,0
436141,25,7,0,-1,240132,279044,51138,39766,0
164961,58,7,2,4,74384,340179,12779,25054,0
327952,45,7,8,8,56382,190046,5657,63836,0
124881,23,-1,5,4,252516,225881,14868,75063,1
425466,37,7,5,5,260637,339825,73032,26080,0
416396,48,1,-1,6,34248,185180,44150,85594,0
310065,62,0,8,5,19879,283288,59335,27042,0
131759,56,-2,-1,6,241922,79652,91217,97194,1
23621,60,3,-1,4,24689,253919,71483,75820,0
147662,60,8,2,2,260306,19669,97118,27666,0
347044,24,6,1,6,346650,63055,39745,46086,1
338042,28,2,2,3,309483,386117,94345,84924,0
96545,47,2,3,7,138518,92305,3716,93406,0
422478,64,5,1,-1,272281,362903,64950,70511,0
403518,41,3,5,8,331616,177795,29716,16176,1
49886,54,6,2,-1,319786,91455,70706,68195,0
274012,55,-1,1,-2,245857,391671,95790,88743,1
332775,46,7,7,-2,312045,36197,60868,93795,0
493249,55,4,2,8,302303,333824,7170,15695,0
79519,41,-1,-2,3,150066,246438,94989,8314,0
245422,59,2,4,3,129593,298976,6624,6870,0
230943,25,4,7,3,179842,330675,58805,24399,0
489713,22,1,4,0,286364,188635,34650,79769,0
53066,45,2,6,2,28675,294809,12088,19810,0
350941,69,5,0,6,151965,26796,59336,90467,0
335737,51,1,3,7,38303,147761,95775,47122,0
369177,41,5,1,7,118194,274814,65881,12117,0
323916,46,4,0,-1,12817,393332,53700,60509,0
90738,50,3,-2,6,2298,-9244,81039,34854,1
202888,22,5,6,4,348478,269263,76940,46480,0
14983,22,2,0,2,236167,201148,91409,42981,0
462734,37,2,7,0,133567,242215,65563,72297,1
490815,23,2,2,1,309315,301546,13722,83291,1
127385,24,3,7,-1,170667,292999,15198,77427,0
208137,56,0,-2,4,114491,270197,38119,91740,1
306505,48,1,4,8,268907,206796,4490,5347,0
69696,52,3,-2,-1,377642,152172,63644,74838,0
436420,40,1,-2,6,336948,75240,37845,6617,0
411519,57,8,3,0,233207,130054,66909,785,0
420354,28,8,0,7,2011,274251,55761,43911,0
195151,36,8,3,2,365655,92232,87276,32099,0
181813,61,8,1,0,231779,254194,60114,25286,1
112063,28,7,0,5,-4145,158397,4647,5530,1
274250,36,0,4,4,252207,226717,81642,475,1
22666,23,-2,7,1,76681,20543,75634,1897,0
45109,26,5,5,2,254388,396735,41927,36010,0
395944,37,-1,0,7,340261,96247,41107,82615,0
355519,60,5,4,7,128611,170635,84454,94934,0
117277,58,-1,5,0,73121,161522,3184,80190,1
466280,46,2,5,6,52771,208586,2979,95745,0
445805,22,4,0,-2,211444,308120,77597,67771,0
326736,55,3,8,2,32536,292177,94195,81885,1
417124,66,3,-1,-1,76538,133764,86461,73934,1
300299,58,4,-1,3,188641,137274,88855,71871,0
12747,68,5,-2,3,180008,123251,7741,24652,1
433093,29,8,-1,5,60173,109130,24848,2121,0
99353,38,-1,-2,1,133062,276890,93004,83934,0
94600,36,-2,0,8,267677,261048,94394,13610,0
157483,43,-2,-2,7,137552,31709,72276,9606,0
176402,30,1,8,-1,57579,190363,68385,40871,0
67941,26,4,5,2,43425,276710,13264,46106,0
148774,27,-2,1,4,393250,355246,15293,82532,0
495581,51,0,4,5,13845,57775,72913,54944,0
61827,58,-2,1,5,298903,193906,85575,88167,0
240596,49,4,3,4,152985,112547,608,92169,0
78304,40,1,0,3,92765,10594,19978,88948,0
237434,54,1,7,-2,236642,292486,94700,81234,0
456015,60,7,4,-1,344127,394872,92098,9491,1
391785,31,2,3,4,324525,59655,25613,65677,0
369000,27,6,6,7,273389,319579,2399,32803,1
347990,68,1,-1,7,312122,160652,33704,30782,1
161786,30,2,8,7,236373,179918,36529,72892,0
437463,51,7,-1,0,5172,57528,73776,76731,0
79639,53,-2,7,-2,76800,93067,23828,33257,1
131649,38,-1,5,-2,395199,331510,34100,43506,0
468704,64,1,0,7,184449,213932,53796,88897,0
56936,36,4,7,5,13032,55452,92755,25491,0
435665,44,3,5,8,96265,324036,44893,3723,1
192503,38,-2,2,1,241238,644,13021,13202,0
103269,23,4,0,7,5483,213999,52159,55235,0
263579,23,3,8,8,370727,162443,70219,53566,0
312865,56,2,0,2,177109,384940,66727,1236,1
383166,41,6,8,-1,41705,70631,30766,23704,0
239484,62,3,6,-1,114417,34598,40205,30931,0
103330,27,5,0,8,63672,187519,28152,71089,0
492233,58,8,8,2,15207,178527,6256,62698,0
230521,36,6,7,4,-6718,372168,74826,54442,1
260870,57,-1,3,8,179951,389755,73898,51580,0
293970,45,-1,0,1,12292,105710,55600,89763,0
242259,30,8,3,7,327345,227620,48314,27335,0
146645,37,8,5,-1,114145,112522,58667,30431,0
116945,57,7,6,8,11517,173033,27883,10031,0
206278,27,7,-2,-1,189447,91382,97092,89938,0
416516,28,-2,7,-1,129047,397077,96805,16215,0
150319,68,4,6,3,354378,10472,70921,68107,0
123604,53,0,0,5,309184,266759,50886,98419,0
430840,45,2,6,5,161979,290080,48196,92911,0
106952,52,8,7,-1,237924,12431,95127,69837,0
322768,30,3,2,3,36510,274057,65966,80670,0
79122,48,6,7,1,73189,4131,92708,36156,0
115823,52,0,-1,-2,212579,177808,17122,80135,0
115570,32,0,0,-1,364556,188820,24512,70291,0
107359,61,-1,0,2,154621,345503,11482,30711,0
486461,43,4,5,6,271088,388091,70791,46429,0
